SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
855,Griffiths Spring,US,AZ,Coconino,Mountainaire,15060202,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,11,Follow highway 89A south from the Pulliam airport exit off of I17 for about 3 miles. You will see a sign to the left for Griffith Spring.,"This is a small restored spring that emerges from the base of a basalt flow, passes through a removed bermed pond, and descends into a low gradient cienega.","A-20-06 13ACA, FLWD_SiteID 350703111423101",GPS,NAD83,12,,435372,3886275,35,7,2.064,-111,42,33.3,35.11724,-111.70925,2092,,UTM coordinates and elevation were taken from the USGS DLGs.,hillslope,anthropogenic,igneous,basalt,,subaerial,,contact spring,,,gravity,745,margueritehendrie,9/8/2011,jeriledbetter,11/23/2016,9,4.1,10,http://springsdata.org/uploaded_files/survey/old_images/855_Griffiths.jpg,http://springsdata.org/uploaded_files/survey/old_images/855_GriffithsSketch.jpg,,Griffiths,4/25/2014 12:11,51
854,Harding Spring,US,AZ,Mohave,Milkweed Canyon NW,15010005,,Tribal,Hualapai Tribal Land,,15,1,State,Imported in 2009 from AZ State Land Office,12,This site is only accessible by helicopter.,Harding is a nearly pristine rheocrene spring emerging from coarse alluvium 70m downstream from a travertine paleo-spring in Harding Canyon.  The spring emerges and flows about 1.5 km through heavy riparian growth.,B1,GPS,NAD83,12,Garmin E-trex,257427,3950657,35,40,12,-113,40,48,35.67,-113.68,1215,23,,rheocrene,,sedimentary,conglomerate,Unnamed Cemented alluvium,subaerial,,seepage or filtration spring,,runoff,gravity,2769,margueritehendrie,9/3/2011,margueritehendrie,9/23/2013,3,4.7,10,http://springsdata.org/uploaded_files/survey/old_images/854_Harding.jpg,,,Harding,4/25/2014 12:11,10
765,Hat Tank lower,US,AZ,Coconino,May Tank Pocket,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,,11,"From the town of Williams, travel south on County Rd 73 for 12.3 mi. Turn left on NF-57 (Bear Springs Rd) and continue for 0.32 mi before turning right on NF-4218A and traveling south for 0.45 mi. Continue left onto Overland Rd for 0.3 mi. Spring is 430 m due east.",This rheocrene spring emerges in a small runoff-dominated channel in a heavily forested area.,,GPS,NAD83,12,Earthmate PN-60,392753,3883969,35,5,34.116,-112,10,35.724,35.09281,-112.17659,2036,2,GPS and elevation data taken at the source.,rheocrene,,igneous,basalt,,subaerial,,contact spring,fracture spring,mixed,gravity,614,jeriledbetter,12/8/2010,ethompson@grandcanyontrust.org,9/9/2016,4,6.8,10,http://springsdata.org/uploaded_files/survey/old_images/765_HatTanklowerunnamed_1337439599.jpg,http://springsdata.org/uploaded_files/survey/old_images/765_HatTanklowerunnamedSketch.jpg,,Hat Tank Lower,4/25/2014 12:11,12
764,Hat Tank upper,US,AZ,Coconino,May Tank Pocket,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,,11,"From the town of Williams, travel south on County Rd 73 for 12.3 mi. Turn left on NF-57 (Bear Springs Rd) and continue for 0.54 mi before turning right on NF-4216A and traveling SE for 0.2 mi. Turn right on NF-4217 and travel south for 0.7 mi. Spring is 150 m due SE.",This is a small rheocrene hillslope spring. There is some seepage in the channel and some from the bank. 200 m downstream is Hat Tank that is excavated to capture flow.,,GPS,NAD83,12,Earthmate PN-60,393293,3884261,35,5,43.8,-112,10,14.52,35.0955,-112.1707,2065,3,GPS readings taken at uppermost source.,rheocrene,hillslope,igneous,basalt,,subaerial,,seepage or filtration spring,,runoff,gravity,614,jeriledbetter,12/8/2010,jeriledbetter,11/23/2016,4,6.2,10,http://springsdata.org/uploaded_files/survey/old_images/764_HatTankupperunnamed_178647271.jpg,http://springsdata.org/uploaded_files/survey/old_images/764_HatTankupperunnamedSketch.jpg,,Hat Tank Upper,4/25/2014 12:11,12
19259,Hell Canyon Spring,US,AZ,Coconino,Williams South,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,0,IR,"Jeri Ledbetter, MGIS research",11,"Go south on Perkinsville Road out of Williams for approximately 7.5 miles.  Take a right turn onto NF 122.  There will be a sign for Twin Springs (actually located at Twin Springs Rd Unnamed) and then road to the south at approximately 4.7 miles from the Perkinsville Road turn.  Continue on Rt 122 past Twin Springs for about 1.5 miles on a rough road. The spring is in Hell Canyon, about 0.2 miles south of where the road takes a sharp turn to the right.","This site is in a steep, heavily forested drainage.",,GPS,NAD83,12,Garmin Oregon 650,388609,3890654,35,9,9.468,-112,13,22.584,35.15263,-112.22294,2015,,,rheocrene,,igneous,basalt,basalt flow,,,,,,,1184,margueritehendrie,9/16/2013,lancemurray,3/17/2016,1,10,10,http://springsdata.org/uploaded_files/survey/1379352302/1379352302_rep.jpg,http://springsdata.org/uploaded_files/survey/old_images/19259_HellCanyonSketch.jpg,,Hell Canyon,4/25/2014 12:11,12
629,Horse Spring,US,AZ,Coconino,Gunsight Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,IR,Dr. Lawrence Stevens data,12,Travel west on NF-236 to NF-336 until the road ends at the Horse Spring trail-head. Hike down Horse Canyon on the Horse Spring trail for approximately 2 km. Spring is visible from above but access to the spring is from below within the drainage.,"Seepage emerges from a colluvial slope in the lower member of the Toroweap Formation. There are several small sources that merge into the main channel that is dry upstream, but subject to heavy runoffs.",,GPS,NAD83,12,Garmin Oregon 650,359575,4057211,36,39,0.468,-112,34,15.636,36.65013,-112.57101,1448,6,,hillslope,rheocrene,sedimentary,limestone,Toroweap,subaerial,,contact spring,,mixed,gravity,1006,jeriledbetter,11/3/2010,lancemurray,5/2/2016,1,10,10,,,,Horse,4/25/2014 12:11,12
465,Jumpup Spring,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,IR,Dr. Lawrence Stevens data,12,Hike on Jumpup trail 0.25 miles from Jumpup trailhead.,"This small hanging garden emerges from the contact between Coconino Sandstone and Hermit Shale, and flows over a travertine wall. ",Jump Up,map,NAD83,12,,361544,4049463,36,34,50.16,-112,32,51.324,36.5806,-112.54759,1548,3,Coordinates were derived from the DRG; elevations came from the 10m DEM. GPS coordinates were widly variable.,hanging garden,,sedimentary,sandstone,Coconino,subaerial,,contact spring,,,gravity,433,,1/19/2011,jeriledbetter,1/27/2015,5,5.2,10,http://springsdata.org/uploaded_files/survey/old_images/465_JumpAbove.jpg,http://springsdata.org/uploaded_files/survey/old_images/465_JumpAboveSketch_1740249068.jpg,,Jumpup,4/25/2014 12:11,12
747,L O Spring,US,AZ,Coconino,Garland Prairie,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,"From Williams, AZ go east on I-40 (14.68 mi). At exit 178 take ramp on the right to Parks Rd (0.31mi). Turn right onto S. Garland Prairie Rd (CR 141) (8.12 mi). Turn left/south on Scout Camp Rd(CR 527) (1.04mi). Turn right/west onto S. Thomas Loop Rd (.38 mi). Bear left on power line easement Rd (.63 mi). Make sharp right on Sycamore and go 0.3 mi, where there is an established parking area. Spring is NE.","This named site is located in the headwaters of Sycamore Canyon, and is depicted on the DRG. Surveyed by Flora in 2004, it was reported to be a limnocrene spring emerging from a basalt layer. In 2014, SSI surveyors found a
large springs complex with four discreet hillslope sources, and probably diffuse emergence, in a wide, shallow channel, heavily influenced by runoff. The site is in a forested area, within 500 meters of a parking lot. The flow was reported in 1949 as 0.0631 in the Arizona GWSI database.","A-21-04 32DAD, FLWD_SiteID 350911111590101",,NAD83,12,,410344,3890493,35,9,12.06,-111,59,3.624,35.15335,-111.98434,2041,,"Elevation from 10m DEM, coordinates from DRG.",hillslope,rheocrene,igneous,basalt,Igneous colluvium,subaerial,,seepage or filtration spring,,mixed,gravity,187,jeriledbetter,12/8/2010,jeriledbetter,10/27/2015,6,4.5,10,http://springsdata.org/uploaded_files/survey/2146221086/2146221086_rep.jpg,http://springsdata.org/uploaded_files/survey/2146221086/2146221086_skch_1.jpg,,LO,4/25/2014 12:11,12
759,Laws Spring,US,AZ,Coconino,Squaw Mountain,15010004,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,,"This site is located in a pre-existing channel, and is comprised of a pool encircled on three sides by igneous bedrock walls roughly 2 meters high.  There is a plethora of rock art ranging from early Native American to modern graffiti within the area.  On a rock above the northwest corner of the pool is a plaque stating that this site is listed on the National Historic Register.",,GPS,NAD83,12,Garmin Oregon 650,403183,3920864,35,25,35.4,-112,3,59.508,35.4265,-112.06653,2067,4,"Elevation from 10m DEM, coordinates from DRG.",limnocrene,rheocrene,igneous,basalt,,subaqueous-lentic freshwater,,fracture spring,seepage or filtration spring,mixed,gravity,7349,jeriledbetter,12/8/2010,jeriledbetter,12/14/2015,2,6,10,http://springsdata.org/uploaded_files/survey/2146221027/2146221027_rep.jpg,http://springsdata.org/uploaded_files/survey/2146221027/2146221027_skch.jpg,,Laws,4/25/2014 12:11,12
703,Little Spring,US,AZ,Coconino,Gunsight Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,Dr. Lawrence Stevens data,12,"Go on 423 and turn right on 236 at 363923X and 4054608Y. Go 40 m and turn south on 201.  Go on 201 for 1.2mi, then turn R(west) on 201A. Then go 3.7 mi on 201A (almost to end).  Follow pack trail from 358255X and 4054296Y  north, 675 m to Little Spring. There's a trail that leads to the spring just below a dry fall.",This small rheocrene spring emerges in a channel in the base of the lower Toroweap formation. It lies within the Kanab Creek Wilderness boundary.,,GPS,NAD83,12,Earthmate PN-40,358219,4054947,36,37,46.308,-112,35,8.7,36.62953,-112.58575,1455,3,Latitude and longitude from Trimble 60XM; PDOP: 10.5. Elevation was taken from 10m DEM.,rheocrene,,sedimentary,limestone,Toroweap,subaerial,,contact spring,,runoff,gravity,267,jeriledbetter,5/18/2011,jeriledbetter,4/7/2012,4,4,10,http://springsdata.org/uploaded_files/survey/old_images/703_Little.jpg,http://springsdata.org/uploaded_files/survey/old_images/703_LittleSketch.jpg,,Little,4/25/2014 12:11,12
757,Lockett Spring,US,AZ,Coconino,Williams South,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,; ID from AZDWR GWIS,11,From the town of Williams travel south on County Rd-73 (Perkinsville Rd) for 7.3 mi. Turn right onto E Lockett Springs Ranch Rd and continue for 0.3 mi.,This site is a pumped and flowing helocrene that feeds into a 2 ha pond.,,GPS,NAD83,12,Earthmate PN-60,395020,3890150,35,8,55.608,-112,9,9.036,35.14878,-112.15251,2159,2,GPS reading was taken at the spring house.,helocrene,anthropogenic,igneous,basalt,basalt flow,subaerial,,seepage or filtration spring,,,gravity,2907,jeriledbetter,12/8/2010,lancemurray,3/15/2016,2,7.5,10,http://springsdata.org/uploaded_files/survey/old_images/757_Lockett.jpg,http://springsdata.org/uploaded_files/survey/old_images/757_LockettSketch.jpg,,Lockett,4/25/2014 12:11,12
673,Lookout Lakes,US,AZ,Coconino,De Motte Park,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,PUB,Brown & Moran 1979,11,"From junction of 22 and 462, head north on 462, past junction with 230 at 3.5 miles (230 is impassable in 2011), to 762 in 5.5 miles. Turn left on 762 i heading west.In 1.85 miles, turn south on 9081. Go past Cougar lake on right. In 1 mile this road connects with 230. Head southeast on 230 for about a mile. Lookout Lakes spring, mapped by Brown and Moran,  is less than 100 meters to the left of the road.","This site is not listed as a spring on any other layer, but was listed in the Brown and Moran study as a spring. It is a perennial pond that may be spring supported (limnocrene) and is located in a natural depression on the surface of the Kaibab limestone.",,map,NAD83,12,,393683,4036195,36,27,54.468,-112,11,11.796,36.46513,-112.18661,2668,,"Elevation from 10m DEM, coordinates from Brown and Moran.",limnocrene,,sedimentary,limestone,Kaibab Limestone,subaerial,,seepage or filtration spring,,,gravity,5077,jeriledbetter,7/7/2011,gghardwick,5/2/2016,3,4.7,10,http://springsdata.org/uploaded_files/survey/old_images/673_LookoutLakes.jpg,http://springsdata.org/uploaded_files/survey/old_images/673_LookoutLakesSketch.jpg,,Lookout Lakes,4/25/2014 12:11,12
582,Lower McDermit Spring,US,AZ,Coconino,Parks,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,USGS Quad,Added based on DRG layer,11,"From exit 178 on I-40, travel north on Parks Rd for 0.15 mi. Turn right onto E Old Highway 66 for 0.5 mi and continue east to NF-2328 for 0.7 mi.","This site was likely a hillslope spring that has been heavily manipulated over the past century or so. Six tanks have been installed with piping leading to a trough. The site has been heavily logged, probably clear-cut.",,GPS,NAD83,12,,416524,3902025,35,15,28.296,-111,55,3.576,35.25786,-111.91766,2165,3,The GPS coordinates were averaged for 6 minutes at uppermost well containing water.  No specific gps unit information was recorded.,hypocrene,anthropogenic,igneous,basalt,,subaerial,,seepage or filtration spring,,,gravity,844,margueritehendrie,9/7/2011,jeriledbetter,10/24/2016,3,5.3,10,http://springsdata.org/uploaded_files/survey/old_images/582_LowerMcDermit.jpg,http://springsdata.org/uploaded_files/survey/old_images/582_LowerMcDermitSketch.jpg,,Lower McDermit,4/25/2014 12:11,12
783,McDermit Spring,US,AZ,Coconino,Parks,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,11,,"This site is a large low gradient cienaga that emerges in a wet meadow surrounded by ponderosa pine forest.The site has been heavily manipulated by a big, non-functional, spring box.A nearby abandoned A-frame house, old fencing, and an Ericameria-Poa pasture surround the spring.Several very old, large, cut stumps of ponderosa pine are on the edge of the pasture.",,GPS,NAD83,12,Earthmate PN-40,416918,3903223,35,16,7.284,-111,54,48.42,35.26869,-111.91345,2200,2,GPS readings were taken at rock collecting box and were averaged at plus or minus 2 meters in 3 minutes.,Helocrene,,igneous,basalt,,subaerial,,seepage or filtration spring,,,gravity,177,margueritehendrie,9/7/2011,jeriledbetter,9/5/2012,1,10,10,http://springsdata.org/uploaded_files/survey/old_images/783_McDermit.jpg,http://springsdata.org/uploaded_files/survey/old_images/783_McDermitSketch.jpg,,McDermit,4/25/2014 12:11,12
92,Medicine Springs,US,AZ,Coconino,Vulcans Throne,15010002,,Tribal,Hualapai Tribal Land,,15,1,IR,Dr. Lawrence Stevens data,12,Best to visit site before running Lava Falls; access from 179.5L. Go on top of downstream terrace and proceed to base of Muav cliffs downstream. Follow base of cliff through to a distinct pond. Second (middle) pond has obvious water upwelling.,"Because the springs emerge under the historic high water line, land ownership is unresolved. The spring wells up from the base of a Cambrian Muav limestone cliff and flows in a series of small travertine falls to the Colorado River, 100 m away. The complex occurs within a  ~150m wide travertine platform with several large pools, several meters deep.","S29, Warm, Lava Warm",TOPO!,NAD83,12,,312729,4007802,36,11,48.948,-113,4,58.404,36.19693,-113.08289,515,,Estimated from spring mark on topo map. Coordinates converted from UTMs,limnocrene,,sedimentary,limestone,Muav limestone,,,tubular spring,,spring,,353,jeriledbetter,12/8/2008,margueritehendrie,2/6/2014,25,2.5,10,http://springsdata.org/uploaded_files/survey/old_images/92_Medicine.jpg,http://springsdata.org/uploaded_files/survey/old_images/92_MedicineSketch.jpg,,Medicine,4/25/2014 12:11,7
164124,Metate Tank,US,AZ,Coconino,Williams South,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,IR,"Jeri Ledbetter, MGIS research",11,"From Perkinsville Rd, turn W on Coleman Lake Rd, then right (NE) on 780. Follow to 780B, then turn left.","This site is marked as a tank on the topographic map. Surveyors suspect it is groundwater supported, as it had water during a very dry period in late June 2014.",,GPS,WGS84,12,Garmin Oregon 650,389912,3889166,35,8,21.696,-112,12,30.384,35.13936,-112.20844,2105,5,,limnocrene,,igneous,rhyolite,basalt flow,subaqueous-lentic freshwater,,seepage or filtration spring,,mixed,gravity,1979,jeriledbetter,6/23/2014,lancemurray,3/17/2016,3,5.7,10,http://springsdata.org/uploaded_files/survey/2146221077/2146221077_rep.jpg,http://springsdata.org/uploaded_files/survey/2146221077/2146221077_skch.jpg,,Metate Tank,6/23/2014 11:39,12
768,Mineral Spring,US,AZ,Coconino,Parks,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,"From I-40 east, take exit 178, then turn left on Parks Rd. Turn left at stop sign onto Old Route 66, then left on N. Spitz Spring Rd, R on S Spitz Spring Rd, R on Somerset Ranch Rd, then R on 781 J. Follow a bumpy dirt road for about 1 mile; the spring emerges from below the Interstate.",The spring is a low-graded cienega in a forested area. The source has been built on top of by the creation of Interstate 40.  From the source the water channelizes for approximately 70 meters into a pool.,Left over shoe spring,GPS,WGS84,12,Garmin Oregon 650,409080,3901432,35,15,6.696,-111,59,57.912,35.25186,-111.99942,2124,4,100 meters upslope from where Mineral Springs was mapped,helocrene,,igneous,basalt,,subaerial,,seepage or filtration spring,,,gravity,2386,jeriledbetter,12/8/2010,lancemurray,3/16/2016,2,7.5,10,http://springsdata.org/uploaded_files/survey/2146221028/2146221028_rep.jpg,http://springsdata.org/uploaded_files/survey/2146221028/2146221028_skch.jpg,,Mineral,4/25/2014 12:11,12
459,Mountain Sheep Spring,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,IR,Dr. Lawrence Stevens data,12,Access via the Jumpup - Nail (Sowats) Trail and go down canyon 1 km.,"Two small gushets and additional seepage flow from the contact at the base of the Supai Wescogame formation on creek right. This is the main source; an additional seepage emerges upstream in the channel, and in the colluvial hillslope (D) immediately upslope from the gushets. This spring was  surveyed by Larry Stevens and by GCT in 2009.",SOWA013,map,NAD83,12,,359616,4043108,36,31,22.98,-112,34,4.728,36.52305,-112.56798,1130,,Coord from DRG; elev from DEM,gushet,limnocrene,sedimentary,limestone,Supai - Watahomigi,subaerial,,,,mixed,gravity,212,jeriledbetter,4/15/2011,jeriledbetter,10/14/2013,3,7,10,http://springsdata.org/uploaded_files/survey/old_images/459_MountainSheep.jpg,http://springsdata.org/uploaded_files/survey/old_images/459_MountainSheepSketch_1307402050.jpg,,Mountain Sheep,4/25/2014 12:11,12
